trade_id,symbol,entry_time,entry_price,stop_loss_price,exit_price,exit_time,pnl_amount,pnl_pct,quantity
100,VVV,2025-05-05 10:37,34.73,34.6424,34.8131,2025-05-05 10:57,832.63,0.23%,10273
99,DYN,2025-05-05 10:36,11.67,11.516,11.7732,2025-05-05 10:58,394.39,0.87%,3896
106,VRDN,2025-05-05 10:50,13.44,13.369,13.3871,2025-05-05 10:58,-463.51,-0.41%,8450
109,TDS,2025-05-05 10:52,32.93,32.7783,32.8659,2025-05-05 11:01,-228.64,-0.20%,3460
111,IART,2025-05-05 10:58,12.22,12.119,12.1299,2025-05-05 11:03,-478.5,-0.75%,5198
113,TRUP,2025-05-05 11:03,45.765,45.5198,45.5553,2025-05-05 11:07,-647.38,-0.46%,3058
110,BJRI,2025-05-05 10:57,38.91,38.8113,39.085,2025-05-05 11:09,525.75,0.44%,3039
112,LBTYA,2025-05-05 11:01,9.82,9.7865,9.7995,2025-05-05 11:10,-1160.07,-0.23%,51492
105,LMND,2025-05-05 10:49,30.255,30.0611,30.25,2025-05-05 11:12,-18.95,-0.02%,2707
86,LMAT,2025-05-05 10:19,81.615,81.0121,81.8,2025-05-05 11:13,90.95,0.22%,497
114,IMMP,2025-05-05 11:04,2.28,2.224,2.2886,2025-05-05 11:16,62.1,0.29%,9375
115,SEAT,2025-05-05 11:11,2.735,2.7117,2.73,2025-05-05 11:16,-788.62,-0.26%,112660
116,ATEC,2025-05-05 11:14,11.96,11.9016,11.9645,2025-05-05 11:19,48.16,0.02%,19263
119,EQX,2025-05-05 11:20,6.4901,6.449,6.5,2025-05-05 11:24,403.64,0.12%,51094
118,HL,2025-05-05 11:19,4.65,4.636,4.6375,2025-05-05 11:24,-1322.81,-0.31%,91071
120,CEP,2025-05-05 11:21,33.9,32.9132,33.76,2025-05-05 11:25,-32.38,-0.42%,228
121,NTRA,2025-05-05 11:25,159.15,158.7062,158.7062,2025-05-05 11:26,-752.96,-0.28%,1689
122,AGL,2025-05-05 11:28,4.23,4.1814,4.1843,2025-05-05 11:32,-2431.26,-1.13%,50925
124,MCB,2025-05-05 11:32,65.09,64.8974,64.8974,2025-05-05 11:33,-378.89,-0.30%,1947
