trade_id,symbol,entry_time,entry_price,stop_loss_price,exit_price,exit_time,pnl_amount,pnl_pct,quantity
88,TREX,2025-05-05 10:21,60.59,60.3544,60.585,2025-05-05 10:26,-15.6,-0.01%,2228
91,ZCAR,2025-05-05 10:23,10.7067,10.2391,10.2924,2025-05-05 10:26,-133.2,-3.89%,320
92,BOIL,2025-05-05 10:24,67.5699,67.348,67.3832,2025-05-05 10:28,-510.14,-0.28%,2703
93,GENI,2025-05-05 10:24,11.255,11.1951,11.2047,2025-05-05 10:30,-524.04,-0.46%,10016
90,LGF.B,2025-05-05 10:22,7.45,7.4122,7.4268,2025-05-05 10:32,-250.01,-0.34%,9920
96,AXL,2025-05-05 10:30,4.3,4.2501,4.2521,2025-05-05 10:33,-600.29,-1.16%,12024
97,AAP,2025-05-05 10:32,33.055,32.9215,32.9241,2025-05-05 10:34,-522.68,-0.40%,3932
95,CNH,2025-05-05 10:29,12.61,12.5825,12.5854,2025-05-05 10:34,-652.62,-0.21%,24545
79,SIRI,2025-05-05 10:12,20.5603,20.4944,20.77,2025-05-05 10:35,2127.26,1.01%,10242
94,GGAL,2025-05-05 10:24,58.8404,58.5361,58.95,2025-05-05 10:36,159.03,0.18%,1478
103,GPUS,2025-05-05 10:42,5.15,4.9486,4.9486,2025-05-05 10:43,-227.2,-3.95%,1117
102,SAM,2025-05-05 10:40,244.52,244.0019,244.0855,2025-05-05 10:47,-126.16,-0.18%,289
98,YETI,2025-05-05 10:34,29.16,28.9328,29.2,2025-05-05 10:49,137.98,0.13%,3631
104,CABO,2025-05-05 10:45,164.8635,162.5532,163.6976,2025-05-05 10:50,-150.66,-0.71%,129
101,CFG,2025-05-05 10:39,39.09,38.9929,39.0525,2025-05-05 10:50,-244.07,-0.10%,6179
89,ARQT,2025-05-05 10:22,15.375,15.2607,15.5507,2025-05-05 10:55,797.63,1.13%,4593
107,TIC,2025-05-05 10:51,10.18,9.9992,10.105,2025-05-05 10:55,-191.58,-0.76%,2488
108,NGVT,2025-05-05 10:52,35.31,35.146,35.289,2025-05-05 10:56,-31.53,-0.07%,1371
